CD_CANDIDATO;NR_VOTAVEL;DS_CARGO;NM_VOTAVEL;NR_PARTIDO;NM_PARTIDO;DT_NASCIMENTO;DS_GENERO;DS_GRAU_INSTRUCAO;DS_COR_RACA;DS_OCUPACAO;DS_ESTADO_CIVIL
893540462;12054;DEPUTADO ESTADUAL;SANDRA HELENA CANDIDO DOS SANTOS;12;PARTIDO DEMOCRÁTICO TRABALHISTA;23/12/1958;FEMININO;ENSINO FUNDAMENTAL COMPLETO;PRETA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);DIVORCIADO(A)
893508092;1578;DEPUTADO FEDERAL;CLEUSA RAMOS ZERBINI;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;04/03/1952;FEMININO;ENSINO FUNDAMENTAL COMPLETO;PARDA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);CASADO(A)
893508058;1562;DEPUTADO FEDERAL;ARMANDO FERREIRO RODRIGUES;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;23/07/1981;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;SOLTEIRO(A)
893498852;80123;DEPUTADO ESTADUAL;AMANDA OLIVEIRA BISPO;80;UNIDADE POPULAR;30/04/1996;FEMININO;SUPERIOR COMPLETO;BRANCA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;SOLTEIRO(A)
893537403;2110;DEPUTADO FEDERAL;BEATRIZ BARBIERE OLIVEIRA;21;PARTIDO COMUNISTA BRASILEIRO;14/04/1999;FEMININO;SUPERIOR INCOMPLETO;PRETA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;SOLTEIRO(A)
893507521;1387;DEPUTADO FEDERAL;FERNANDA STEFANI CURTI;13;PARTIDO DOS TRABALHADORES;13/11/1994;FEMININO;SUPERIOR INCOMPLETO;PRETA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;SOLTEIRO(A)
893518266;51900;DEPUTADO ESTADUAL;JOÃO TEIXEIRA JUNIOR;51;PATRIOTA;09/08/1980;MASCULINO;LÊ E ESCREVE;BRANCA;OUTROS;CASADO(A)
893494613;30987;DEPUTADO ESTADUAL;MAURICIO AGUIAR GIUNTINI;30;PARTIDO NOVO;19/07/1968;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
893618240;36640;DEPUTADO ESTADUAL;UBIRAJARA DE ARAUJO MORAIS;36;AGIR;17/01/1963;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
893574703;9049;DEPUTADO FEDERAL;JEFFERSON RIPI DA SILVA;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;14/01/1976;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
893498947;44009;DEPUTADO ESTADUAL;FELIPPE LOURENÇO OLIVEIRA COELHO;44;UNIÃO BRASIL;01/02/1989;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;CASADO(A)
893503127;77970;DEPUTADO ESTADUAL;RAIMUNDO LUSTOZA LUCAS;77;SOLIDARIEDADE;02/01/1970;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;CASADO(A)
893508273;45059;DEPUTADO ESTADUAL;EDSON ROBERTO PARRON;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;17/08/1959;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
893498924;44451;DEPUTADO ESTADUAL;EDEMIR DE MELO;44;UNIÃO BRASIL;07/03/1979;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893532766;3530;DEPUTADO FEDERAL;EDIVALDO DOMINGOS DE CASTRO;35;PARTIDO DA MULHER BRASILEIRA;15/10/1976;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;CASADO(A)
893501702;1419;DEPUTADO FEDERAL;LUCIO DIAS DE OLIVEIRA;14;PARTIDO TRABALHISTA BRASILEIRO;02/12/1972;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
893517452;40095;DEPUTADO ESTADUAL;NILDO SILVESTRE DA SILVA;40;PARTIDO SOCIALISTA BRASILEIRO;16/12/1969;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;SOLTEIRO(A)
893618235;36600;DEPUTADO ESTADUAL;MARCOS DOS SANTOS SENA;36;AGIR;21/04/1978;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;SOLTEIRO(A)
893511711;14014;DEPUTADO ESTADUAL;EDISON LUCIANO KLIMAN BENEDITO;14;PARTIDO TRABALHISTA BRASILEIRO;08/12/1976;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
893501686;1403;DEPUTADO FEDERAL;RAFAEL ALMEIDA PRADO VALENTIM;14;PARTIDO TRABALHISTA BRASILEIRO;03/05/1982;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893618218;36010;DEPUTADO ESTADUAL;JOEL XAVIER DA SILVA;36;AGIR;09/08/1969;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;CASADO(A)
893539065;35322;DEPUTADO ESTADUAL;KAISON ROBERTO ALVES;35;PARTIDO DA MULHER BRASILEIRA;11/02/1977;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
893510785;3343;DEPUTADO FEDERAL;FLÁVIO DOS SANTOS ALECRIM;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;22/09/1978;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;CASADO(A)
893494552;3028;DEPUTADO FEDERAL;THIAGO BONFIM DE OLIVEIRA;30;PARTIDO NOVO;27/08/1984;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893494522;3066;DEPUTADO FEDERAL;JÚLIO CÉSAR GUIDETTE LUCANTE SALDANHA;30;PARTIDO NOVO;14/06/1989;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893508960;4508;DEPUTADO FEDERAL;ELTON FRANCISCO DE BRITO;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;03/05/1986;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;CASADO(A)
893535385;21;GOVERNADOR;GABRIEL MAURILIO COLOMBO DE FREITAS;21;PARTIDO COMUNISTA BRASILEIRO;15/03/1990;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893498886;4413;DEPUTADO FEDERAL;ALEX DOS REIS;44;UNIÃO BRASIL;09/12/1976;MASCULINO;ENSINO MÉDIO COMPLETO;PRETA;OUTROS;CASADO(A)
893589376;27666;DEPUTADO ESTADUAL;VALTER ESTEVAM;27;DEMOCRACIA CRISTÃ;05/06/1969;MASCULINO;SUPERIOR COMPLETO;PRETA;OUTROS;DIVORCIADO(A)
893518559;70150;DEPUTADO ESTADUAL;MARCELO AUGUSTO MARTINS COUBASSIER;70;AVANTE;10/06/1972;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;SEPARADO(A) JUDICIALMENTE
893508821;1152;DEPUTADO FEDERAL;MASSAEL BESSA DA SILVA;11;PROGRESSISTAS;11/05/1974;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;SEPARADO(A) JUDICIALMENTE
893503106;77567;DEPUTADO ESTADUAL;LAERTE VANDERLEY CORNELIO;77;SOLIDARIEDADE;05/04/1965;MASCULINO;ENSINO MÉDIO INCOMPLETO;BRANCA;OUTROS;CASADO(A)
893630349;35083;DEPUTADO ESTADUAL;EDVAN LIMA BARBOSA;35;PARTIDO DA MULHER BRASILEIRA;02/05/1980;MASCULINO;ENSINO MÉDIO INCOMPLETO;PARDA;OUTROS;SEPARADO(A) JUDICIALMENTE
893508195;2212;DEPUTADO FEDERAL;CARLOS ALBERTO DE SOUZA;22;PARTIDO LIBERAL;03/05/1969;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
893498907;4434;DEPUTADO FEDERAL;DOUGLAS DE PAULO VIEGAS;44;UNIÃO BRASIL;19/06/1979;MASCULINO;SUPERIOR COMPLETO;PARDA;OUTROS;SOLTEIRO(A)
893510795;3310;DEPUTADO FEDERAL;JORGE DONIZETTI RIBEIRO DE MATOS;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;19/11/1961;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893624770;4467;DEPUTADO FEDERAL;RODRIGO ADRIANO DA SILVA;44;UNIÃO BRASIL;24/06/1980;MASCULINO;SUPERIOR COMPLETO;PARDA;OUTROS;CASADO(A)
893612730;2840;DEPUTADO FEDERAL;TIAGO SOUZA GUEDES;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;30/04/1985;MASCULINO;SUPERIOR COMPLETO;PARDA;OUTROS;SOLTEIRO(A)
893508146;2204;DEPUTADO FEDERAL;SERGIO NASCIMENTO DE CAMARGO;22;PARTIDO LIBERAL;15/04/1965;MASCULINO;SUPERIOR COMPLETO;PRETA;OUTROS;SOLTEIRO(A)
893574711;9000;DEPUTADO FEDERAL;NEZIO ANTONIO MONTEIRO FILHO;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;22/11/1993;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
893508826;1102;DEPUTADO FEDERAL;SAMUEL DE OLIVEIRA BARBOSA;11;PROGRESSISTAS;25/09/1983;MASCULINO;SUPERIOR COMPLETO;PARDA;OUTROS;CASADO(A)
893616300;90202;DEPUTADO ESTADUAL;ENZO LEONARDO SUZIN MOMENTI;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;20/10/1990;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893501670;1469;DEPUTADO FEDERAL;ITALO LORENZON NETO;14;PARTIDO TRABALHISTA BRASILEIRO;22/07/1989;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893516217;50160;DEPUTADO ESTADUAL;DIEGO WEIDEMANN RACHE VITELLO;50;PARTIDO SOCIALISMO E LIBERDADE;01/01/1986;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893613971;3678;DEPUTADO FEDERAL;SAULO GOES DE ALBUQUERQUE;36;AGIR;26/11/1975;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;CASADO(A)
893596638;28311;DEPUTADO ESTADUAL;DIONE FRANCISCO DA SILVA;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;23/09/1986;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;BRANCA;OUTROS;CASADO(A)
893518572;70730;DEPUTADO ESTADUAL;LAELSON DA PAZ DE OLIVEIRA;70;AVANTE;20/04/1972;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;PARDA;OUTROS;SOLTEIRO(A)
893511717;14775;DEPUTADO ESTADUAL;CASSIO LUIZ DE OLIVEIRA;14;PARTIDO TRABALHISTA BRASILEIRO;05/04/1976;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;PARDA;OUTROS;CASADO(A)
893596615;28386;DEPUTADO ESTADUAL;BRAZ PEREIRA;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;16/10/1962;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;PARDA;OUTROS;CASADO(A)
893597393;29429;DEPUTADO ESTADUAL;IRAPUAN AUGUSTO PEDRO;29;PARTIDO DA CAUSA OPERÁRIA;19/12/1953;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
893540104;33040;DEPUTADO ESTADUAL;PAULO ALEXANDRE DA SILVA;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;01/12/1968;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;PARDA;OUTROS;SOLTEIRO(A)
893574748;9039;DEPUTADO FEDERAL;ROSNAY LUCAS BERNARDES;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;18/06/1962;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
893574757;9091;DEPUTADO FEDERAL;FABIOLA DE ALMEIDA PINTO;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;20/04/1982;FEMININO;SUPERIOR COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
893536422;10021;DEPUTADO ESTADUAL;ERIKA STANCOLOVICHE VEIGA;10;REPUBLICANOS;10/01/1978;FEMININO;SUPERIOR COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
893510786;3337;DEPUTADO FEDERAL;FRANCIELLE LUZIA DE SOUZA DURAN;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;24/08/1985;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
893501828;55025;DEPUTADO ESTADUAL;CLAUDIA URIAS;55;PARTIDO SOCIAL DEMOCRÁTICO;11/08/1971;FEMININO;SUPERIOR COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
893506844;15022;DEPUTADO ESTADUAL;ANGELA OROSCO DE MELO;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;24/04/1966;FEMININO;SUPERIOR COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
893540631;20025;DEPUTADO ESTADUAL;ALEXSANDRA BEZERRA LEITE DA SILVA;20;PARTIDO SOCIAL CRISTÃO;13/06/1975;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893510782;3377;DEPUTADO FEDERAL;ELIZANGELA MOREIRA SOARES DE SOUZA;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;22/10/1980;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;CASADO(A)
893518596;70740;DEPUTADO ESTADUAL;ALINE FELIPE SOARES CARVALHO;70;AVANTE;01/05/1991;FEMININO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;SOLTEIRO(A)
893507522;1384;DEPUTADO FEDERAL;JACQUELINE CHANEL;13;PARTIDO DOS TRABALHADORES;20/12/1964;FEMININO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;SOLTEIRO(A)
893597399;29829;DEPUTADO ESTADUAL;STEFANIA DE ALMEIDA ROBUSTELLI;29;PARTIDO DA CAUSA OPERÁRIA;27/12/1984;FEMININO;SUPERIOR COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893508329;45002;DEPUTADO ESTADUAL;IVONE FERNANDES DIAS DO NASCIMENTO;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;11/07/1963;FEMININO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
893618192;36203;DEPUTADO ESTADUAL;ADRIANA SANTOS BARRENHA;36;AGIR;14/07/1979;FEMININO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;CASADO(A)
893518894;7087;DEPUTADO FEDERAL;JULIANA VALÉRIA DA SILVA;70;AVANTE;07/07/1986;FEMININO;SUPERIOR COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893507340;19125;DEPUTADO ESTADUAL;MARIZETE GOMES DE MAGALHÃES BERGAMIN;19;PODEMOS;06/05/1969;FEMININO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;VIÚVO(A)
893518875;7047;DEPUTADO FEDERAL;GISELDA MÁXIMO DE LIMA;70;AVANTE;25/02/1964;FEMININO;SUPERIOR COMPLETO;PRETA;OUTROS;DIVORCIADO(A)
893539038;35744;DEPUTADO ESTADUAL;CLAUDIA VALDENIA GOMES MAIA;35;PARTIDO DA MULHER BRASILEIRA;11/12/1986;FEMININO;SUPERIOR COMPLETO;PARDA;OUTROS;SOLTEIRO(A)
893508166;2224;DEPUTADO FEDERAL;CLEONICE DE OLIVEIRA;22;PARTIDO LIBERAL;06/10/1966;FEMININO;SUPERIOR COMPLETO;PARDA;OUTROS;SOLTEIRO(A)
893508614;65300;DEPUTADO ESTADUAL;MARIANA NUNES DE MOURA SOUZA;65;PARTIDO COMUNISTA DO BRASIL;14/11/1980;FEMININO;SUPERIOR COMPLETO;PARDA;OUTROS;CASADO(A)
893596650;28444;DEPUTADO ESTADUAL;DANIELLE GOMES DE CARVALHO;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;15/05/1981;FEMININO;SUPERIOR COMPLETO;PARDA;OUTROS;CASADO(A)
893508808;1136;DEPUTADO FEDERAL;CLÁUDIA PEREIRA CALDAS;11;PROGRESSISTAS;19/02/1968;FEMININO;SUPERIOR COMPLETO;PARDA;OUTROS;CASADO(A)
893592104;2713;DEPUTADO FEDERAL;ROBERTA KELLY SILVA FLORENCIO;27;DEMOCRACIA CRISTÃ;08/12/1983;FEMININO;SUPERIOR COMPLETO;PRETA;OUTROS;CASADO(A)
893501645;1427;DEPUTADO FEDERAL;MARCIA REGINA ALVES GONCALVES;14;PARTIDO TRABALHISTA BRASILEIRO;10/08/1986;FEMININO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
893509080;11377;DEPUTADO ESTADUAL;MARIA DE FÁTIMA SILVA;11;PROGRESSISTAS;15/07/1968;FEMININO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
893498954;44560;DEPUTADO ESTADUAL;NELMA APARECIDA ANDRADE SOUZA;44;UNIÃO BRASIL;26/04/1972;FEMININO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;CASADO(A)
893508296;23479;DEPUTADO ESTADUAL;ROSEMEIRE RIBEIRO;23;CIDADANIA;31/03/1967;FEMININO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893508269;23131;DEPUTADO ESTADUAL;FABIOLA TATCHER MARTINS RODA;23;CIDADANIA;01/11/1981;FEMININO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893596678;28281;DEPUTADO ESTADUAL;MAGNA DA SILVA;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;31/05/1971;FEMININO;SUPERIOR INCOMPLETO;PRETA;OUTROS;SOLTEIRO(A)
893516161;50175;DEPUTADO ESTADUAL;MARIA DE JESUS BUENO DA SILVA;50;PARTIDO SOCIALISMO E LIBERDADE;28/03/1964;FEMININO;ENSINO FUNDAMENTAL COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893540433;12357;DEPUTADO ESTADUAL;ROSA MARIA DA SILVA CLIMACO;12;PARTIDO DEMOCRÁTICO TRABALHISTA;26/05/1994;FEMININO;ENSINO FUNDAMENTAL COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
893511771;14015;DEPUTADO ESTADUAL;MARIA DO ROSARIO ALMEIDA;14;PARTIDO TRABALHISTA BRASILEIRO;14/06/1957;FEMININO;ENSINO FUNDAMENTAL COMPLETO;BRANCA;OUTROS;VIÚVO(A)
893509099;11040;DEPUTADO ESTADUAL;EVELLYN JULIANA DA SILVA;11;PROGRESSISTAS;03/02/1987;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;PRETA;OUTROS;SOLTEIRO(A)
893518247;51009;DEPUTADO ESTADUAL;RODRIGO SALOMÃO JUNQUEIRA;51;PATRIOTA;12/08/1977;MASCULINO;SUPERIOR COMPLETO;BRANCA;ENGENHEIRO;DIVORCIADO(A)
893506948;22789;DEPUTADO ESTADUAL;DANIEL ROSSI;22;PARTIDO LIBERAL;07/09/1958;MASCULINO;SUPERIOR COMPLETO;BRANCA;ENGENHEIRO;SOLTEIRO(A)
893507022;22144;DEPUTADO ESTADUAL;LUIZ CARLOS DA COSTA VALLE;22;PARTIDO LIBERAL;02/03/1955;MASCULINO;SUPERIOR COMPLETO;BRANCA;ENGENHEIRO;CASADO(A)
893501795;5588;DEPUTADO FEDERAL;VINICIUS MARCHESE MARINELLI;55;PARTIDO SOCIAL DEMOCRÁTICO;09/03/1984;MASCULINO;SUPERIOR COMPLETO;BRANCA;ENGENHEIRO;SOLTEIRO(A)
893508947;4525;DEPUTADO FEDERAL;EDISON IWAO KURAMOTO;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;17/07/1959;MASCULINO;SUPERIOR COMPLETO;AMARELA;MÉDICO;CASADO(A)
893507335;19300;DEPUTADO ESTADUAL;EDUARDO CARNEIRO MARTINS;19;PODEMOS;06/06/1960;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;DIVORCIADO(A)
893540447;12321;DEPUTADO ESTADUAL;CASEMIRO DOS REIS JÚNIOR;12;PARTIDO DEMOCRÁTICO TRABALHISTA;15/08/1958;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;DIVORCIADO(A)
893507372;19069;DEPUTADO ESTADUAL;ROBERTO MIGUEL REY JUNIOR;19;PODEMOS;01/10/1961;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;CASADO(A)
893517469;40789;DEPUTADO ESTADUAL;JOSÉ ANTÔNIO FERREIRA;40;PARTIDO SOCIALISTA BRASILEIRO;02/07/1962;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;CASADO(A)
893518937;7070;DEPUTADO FEDERAL;CÃNDIDO ELPÍDIO DE SOUZA VACCAREZZA;70;AVANTE;26/09/1955;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;CASADO(A)
893536443;10101;DEPUTADO ESTADUAL;EDISON LOURENÇO RICCOMI;10;REPUBLICANOS;30/01/1960;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;CASADO(A)
893536371;10147;DEPUTADO ESTADUAL;CLAUDIO ERNANI MARCONDES DE MIRANDA;10;REPUBLICANOS;05/05/1956;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;CASADO(A)
893540741;2021;DEPUTADO FEDERAL;ORLANDO COSTA DIAS;20;PARTIDO SOCIAL CRISTÃO;09/06/1954;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;CASADO(A)
893507544;1322;DEPUTADO FEDERAL;ARLINDO CHIGNALIA JUNIOR;13;PARTIDO DOS TRABALHADORES;24/12/1949;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;CASADO(A)
893498945;44023;DEPUTADO ESTADUAL;ANA ROSA TEIXEIRA DE ARAUJO;44;UNIÃO BRASIL;11/12/1986;FEMININO;SUPERIOR COMPLETO;BRANCA;MÉDICO;CASADO(A)
893536393;10011;DEPUTADO ESTADUAL;SONIA APARECIDA GONÇALVES BELARMINO;10;REPUBLICANOS;22/01/1968;FEMININO;SUPERIOR COMPLETO;BRANCA;MÉDICO;SOLTEIRO(A)
893518276;51551;DEPUTADO ESTADUAL;PATRICIA ANDALAFT FREIRE;51;PATRIOTA;12/12/1989;FEMININO;SUPERIOR COMPLETO;BRANCA;VETERINÁRIO;CASADO(A)
893540109;33150;DEPUTADO ESTADUAL;ROSILENE DOS SANTOS;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;15/04/1964;FEMININO;ENSINO MÉDIO COMPLETO;PRETA;ENFERMEIRO;DIVORCIADO(A)
893508653;43090;DEPUTADO ESTADUAL;JOANA DARQUE DA PAZ;43;PARTIDO VERDE;23/06/1971;FEMININO;SUPERIOR COMPLETO;BRANCA;ENFERMEIRO;CASADO(A)
893502929;7792;DEPUTADO FEDERAL;MARIA HELOISA GOMES DA SILVA;77;SOLIDARIEDADE;08/09/1972;FEMININO;SUPERIOR INCOMPLETO;PRETA;ENFERMEIRO;SOLTEIRO(A)
893511722;14555;DEPUTADO ESTADUAL;MARCO AURELIO MIETO DOMINGUES;14;PARTIDO TRABALHISTA BRASILEIRO;13/05/1976;MASCULINO;SUPERIOR COMPLETO;BRANCA;ODONTÓLOGO;CASADO(A)
893501688;1484;DEPUTADO FEDERAL;VIVIANE BERGAMO MORGERO;14;PARTIDO TRABALHISTA BRASILEIRO;07/02/1987;FEMININO;SUPERIOR COMPLETO;BRANCA;FARMACÊUTICO;DIVORCIADO(A)
893494504;3056;DEPUTADO FEDERAL;ALESSANDRA REGINA VERGILIO;30;PARTIDO NOVO;11/04/1978;FEMININO;SUPERIOR COMPLETO;BRANCA;FARMACÊUTICO;SOLTEIRO(A)
893498853;80000;DEPUTADO ESTADUAL;LIGIA MENDES DA SILVA;80;UNIDADE POPULAR;06/07/1979;FEMININO;SUPERIOR COMPLETO;BRANCA;FONOAUDIÓLOGO;CASADO(A)
893498903;4446;DEPUTADO FEDERAL;HAMILTON BERNARDES JUNIOR;44;UNIÃO BRASIL;26/12/1956;MASCULINO;SUPERIOR COMPLETO;BRANCA;ECONOMISTA;CASADO(A)
893517416;40888;DEPUTADO ESTADUAL;CYNTHIA MICHELS;40;PARTIDO SOCIALISTA BRASILEIRO;26/04/1986;FEMININO;SUPERIOR COMPLETO;BRANCA;ECONOMISTA;CASADO(A)
893511733;14017;DEPUTADO ESTADUAL;PAULO CESAR DA SILVA SANT ANA;14;PARTIDO TRABALHISTA BRASILEIRO;01/09/1967;MASCULINO;SUPERIOR COMPLETO;BRANCA;CONTADOR;CASADO(A)
893499001;44122;DEPUTADO ESTADUAL;JOSE ALDO DEMARCHI;44;UNIÃO BRASIL;04/01/1944;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADMINISTRADOR;CASADO(A)
893511707;14162;DEPUTADO ESTADUAL;ANTONIO BERALDO ALVES;14;PARTIDO TRABALHISTA BRASILEIRO;11/04/1974;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADMINISTRADOR;CASADO(A)
893518248;51510;DEPUTADO ESTADUAL;ROGÉRIO SILVA DE SOUZA;51;PATRIOTA;09/10/1972;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADMINISTRADOR;CASADO(A)
893511709;14011;DEPUTADO ESTADUAL;PAULO SERGIO MOREIRA MELLO;14;PARTIDO TRABALHISTA BRASILEIRO;02/09/1957;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;ADMINISTRADOR;DIVORCIADO(A)
893517464;40113;DEPUTADO ESTADUAL;JOSÉ RONALDO GOMES DA SILVA;40;PARTIDO SOCIALISTA BRASILEIRO;20/11/1981;MASCULINO;SUPERIOR INCOMPLETO;PARDA;ADMINISTRADOR;SOLTEIRO(A)
893616290;90478;DEPUTADO ESTADUAL;AMARINILDA JOSÉ CUSTÓDIO;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;20/03/1970;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;ADMINISTRADOR;DIVORCIADO(A)
893518568;70990;DEPUTADO ESTADUAL;ELAINE CRISTINA RODRIGUES;70;AVANTE;30/09/1970;FEMININO;ENSINO MÉDIO COMPLETO;PRETA;ADMINISTRADOR;DIVORCIADO(A)
893540663;20297;DEPUTADO ESTADUAL;ENID KREBSKY DE CARVALHO;20;PARTIDO SOCIAL CRISTÃO;06/10/1952;FEMININO;SUPERIOR COMPLETO;BRANCA;ADMINISTRADOR;DIVORCIADO(A)
893540640;20422;DEPUTADO ESTADUAL;HELENA IZABEL DA SILVA GOMES;20;PARTIDO SOCIAL CRISTÃO;25/12/1957;FEMININO;SUPERIOR COMPLETO;BRANCA;ADMINISTRADOR;DIVORCIADO(A)
893501881;55355;DEPUTADO ESTADUAL;IRENILDE APARECIDA JULIANI DA SILVA;55;PARTIDO SOCIAL DEMOCRÁTICO;08/06/1974;FEMININO;SUPERIOR COMPLETO;BRANCA;ADMINISTRADOR;CASADO(A)
