ID GESAC;UF;Cod_IBGE;MunicÍpio;Área;Estabelecimento;Tipologia;Situação;Tipo_Contrato
59952;AM;1300508;Barreirinha;Urbano;42º DIP/BARREIRINHA;Segurança Pública;Instalado;GESAC
59953;AM;1304237;Tonantins;Urbano;3 CIA/TONANTINS;Segurança Pública;Instalado;GESAC
59954;AM;1300300;Autazes;Urbano;39º DIP/AUTAZES;Segurança Pública;Instalado;GESAC
59955;AM;1303569;Rio Preto da Eva;Urbano;3 CIPM/RIO PRETO DA EVA;Segurança Pública;Instalado;GESAC
59956;AM;1300102;Anori;Urbano;79º DIP/ANORI;Segurança Pública;Instalado;GESAC
59957;AM;1300086;Anamã;Urbano;81º DIP/ANAMÃ;Segurança Pública;Instalado;GESAC
59958;AM;1303700;Santo Antônio do Içá;Urbano;3 CPM/SANTO ANTONIO DO IÇA;Segurança Pública;Instalado;GESAC
59959;AM;1304203;Tefé;Urbano;DIP/DEP TEFE/TEFE;Segurança Pública;Instalado;GESAC
59960;AM;1300029;Alvarães;Urbano;57º DIP/ALVARÃES;Segurança Pública;Instalado;GESAC
59961;AM;1304260;Uarini;Urbano;58º DIP/UARINI;Segurança Pública;Instalado;GESAC
59962;AM;1300086;Anamã;Urbano;3 GPM/ ANAMÃ;Segurança Pública;Instalado;GESAC
59963;AM;1302207;Juruá;Urbano;70º DIP/JURUÁ;Segurança Pública;Instalado;GESAC
59964;AM;1301605;Fonte Boa;Urbano;55º DIP/FONTE BOA;Segurança Pública;Instalado;GESAC
59965;AM;1302306;Jutaí;Urbano;56º DIP/JUTAÍ;Segurança Pública;Instalado;GESAC
59966;AM;1302801;Maraã;Urbano;60º DIP/MARAÃ;Segurança Pública;Instalado;GESAC
59967;AM;1300680;Boa Vista do Ramos;Urbano;3 GPM/BOA VISTA DO RAMOS;Segurança Pública;Instalado;GESAC
59968;AM;1302108;Japurá;Urbano;59º DIP/JAPURÁ;Segurança Pública;Instalado;GESAC
59969;AM;1302801;Maraã;Urbano;3 GPM/MARAÃ;Segurança Pública;Instalado;GESAC
59970;AM;1304005;Silves;Urbano;3 GPM/SILVES;Segurança Pública;Instalado;GESAC
59973;AM;1303601;Santa Isabel do Rio Negro;Urbano;76º DIP/SANTA ISABEL DO R. N.;Segurança Pública;Instalado;GESAC
59974;AM;1300409;Barcelos;Urbano;75º DIP/BARCELOS;Segurança Pública;Instalado;GESAC
59975;AM;1303809;São Gabriel da Cachoeira;Urbano;52º DIP/SÃO GABRIEL DA CACHOEIRA;Segurança Pública;Instalado;GESAC
59976;AM;1302405;Lábrea;Urbano;4 CIPM/LÁBREA;Segurança Pública;Instalado;GESAC
59977;AM;1303304;Novo Aripuanã;Urbano;73º DIP/NOVO ARIPUANÃ;Segurança Pública;Instalado;GESAC
59978;AM;1302702;Manicoré;Urbano;72º DIP/MANICORÉ;Segurança Pública;Instalado;GESAC
59979;AM;1300144;Apuí;Urbano;71º DIP/APUÍ;Segurança Pública;Instalado;GESAC
59980;AM;1301704;Humaitá;Urbano;DIP/DEP HUMAITÁ/HUMAITA;Segurança Pública;Instalado;GESAC
59981;AM;1304104;Tapauá;Urbano;64º DIP/TAPAUÁ;Segurança Pública;Instalado;GESAC
59982;AM;1300904;Canutama;Urbano;62º DIP/CANUTAMA;Segurança Pública;Instalado;GESAC
59983;AM;1302405;Lábrea;Urbano;DIP/DEP LÁBREA/LABREA;Segurança Pública;Instalado;GESAC
59984;AM;1300706;Boca do Acre;Urbano;61º DIP/BOCA DO ACRE;Segurança Pública;Instalado;GESAC
59985;AM;1303502;Pauini;Urbano;63º DIP/PAUINI;Segurança Pública;Instalado;GESAC
59986;AM;1301951;Itamarati;Urbano;68º DIP/ITAMARATI;Segurança Pública;Instalado;GESAC
59987;AM;1304237;Tonantins;Urbano;54º DIP/TONANTINS;Segurança Pública;Instalado;GESAC
59988;AM;1303700;Santo Antônio do Içá;Urbano;53º DIP/SANTO ANTÔNIO DO IÇÁ;Segurança Pública;Instalado;GESAC
59989;AM;1300060;Amaturá;Urbano;49º DIP/AMATURÁ;Segurança Pública;Instalado;GESAC
59990;AM;1303908;São Paulo de Olivença;Urbano;44º DIP/SÃO PAULO DE OLIVENÇA;Segurança Pública;Instalado;GESAC
59991;AM;1304062;Tabatinga;Urbano;DIP/DEP TABATINGA/TABATINGA;Segurança Pública;Instalado;GESAC
59992;AM;1300607;Benjamin Constant;Urbano;51º DIP/BENJAMIN CONSTANT;Segurança Pública;Instalado;GESAC
59993;AM;1300201;Atalaia do Norte;Urbano;50º DIP/ATALAIA DO NORTE;Segurança Pública;Instalado;GESAC
59994;AM;1301407;Eirunepé;Urbano;DIP/DEP EIRUNEPÉ/EIRUNEPE;Segurança Pública;Instalado;GESAC
59995;AM;1301506;Envira;Urbano;66º DIP/ENVIRA;Segurança Pública;Instalado;GESAC
59996;AM;1301803;Ipixuna;Urbano;67º DIP/IPIXUNA;Segurança Pública;Instalado;GESAC
59997;AM;1301654;Guajará;Urbano;69º DIP/GUAJARÁ;Segurança Pública;Instalado;GESAC
59998;RN;2413706;Sítio Novo;Rural;UNID XIV SENADOR CORTEZ PEREIRA;Escola;Instalado;GESAC
59999;RN;2413706;Sítio Novo;Rural;UNID VIII MANOEL FELINTO DE LIMA;Escola;Instalado;GESAC
60000;RR;1400050;Alto Alegre;Rural;ESCRITÓRIO REGIONAL DOS TUXAUAS;Indígena;Instalado;GESAC
60001;RR;1400050;Alto Alegre;Rural;POSTO DE SAÚDE MANOEL MOURA;Unidade de Saúde;Instalado;GESAC
60003;RR;1400456;Pacaraima;Rural;ESCOLA ESTADUAL INDIGENA HOMERO CRUZ;Escola;Instalado;GESAC
60004;RR;1400456;Pacaraima;Rural;ESCOLA ESTADUAL INDIGENA MADRE CONCEICAO DIAS;Escola;Instalado;GESAC
60006;RR;1400704;Uiramutã;Rural;"POSTO DE VIGILÂNCIA E MONITORAMENTO INDÍGENA ""26 DE ABRIL DE 77""";Indígena;Instalado;GESAC
60010;SP;3529906;Miracatu;Rural;EM PROFESSORA ELIZABETE XAVIER;Escola;Instalado;GESAC
60011;SP;3529906;Miracatu;Rural;SITIO DOS MORAES EM;Escola;Instalado;GESAC
60012;SP;3529906;Miracatu;Rural;VILA SAO JOSE EM;Escola;Instalado;GESAC
60013;SP;3529906;Miracatu;Rural;SITIO VISTA GRANDE EM;Escola;Instalado;GESAC
60014;SP;3529906;Miracatu;Rural;SITIO RIBEIRAO BONITO EM;Escola;Instalado;GESAC
60015;SP;3529906;Miracatu;Rural;USF JD ALVORADA;Unidade de Saúde;Instalado;GESAC
60016;SP;3529906;Miracatu;Rural;PAR MORAES;Unidade de Saúde;Instalado;GESAC
60017;SP;3529906;Miracatu;Rural;UBS SERRA DO CAFEZAL;Unidade de Saúde;Instalado;GESAC
60018;SP;3529906;Miracatu;Rural;USF FAÚ;Unidade de Saúde;Instalado;GESAC
60019;SP;3529906;Miracatu;Rural;USF VILA SÃO JOSÉ;Unidade de Saúde;Instalado;GESAC
60020;SP;3529906;Miracatu;Rural;USF VISTA GRANDE;Unidade de Saúde;Instalado;GESAC
60021;SP;3529906;Miracatu;Rural;USF RIBEIRÃO BONITO;Unidade de Saúde;Instalado;GESAC
60022;SP;3529906;Miracatu;Rural;USF SANTA RITA;Unidade de Saúde;Instalado;GESAC
60023;SP;3529906;Miracatu;Rural;USF BARRA FUNDA;Unidade de Saúde;Instalado;GESAC
60024;SE;2802809;Indiaroba;Rural;ESCOLA MARECHAL ARTHUR DA COSTA E SILVA;Escola;Instalado;GESAC
60025;SE;2807402;Tobias Barreto;Rural;IGREJA BOM JESUS DA LAPA;Outros;Instalado;GESAC
60026;SE;2803401;Japoatã;Rural;UNIDADE DE SAÚDE DA FAMÍLIA DO POVOADO ESTIVA DOS PAUS;Unidade de Saúde;Instalado;GESAC
60027;SE;2803500;Lagarto;Rural;IGREJA DO POVOADO PINDOBA;Outros;Instalado;GESAC
60028;SE;2803500;Lagarto;Rural;IGREJA DO POVOADO OITEIROS;Outros;Instalado;GESAC
60029;RS;4305108;Caxias do Sul;Rural;SUBPREFEITURA DE SANTA LUCIA DO PIAÍ;Instituição Pública;Instalado;GESAC
60030;RN;2401503;Barcelona;Rural;ESCOLA MUNICIPAL ANÁLIA PINHEIRO BORGES;Escola;Instalado;GESAC
60031;RN;2401503;Barcelona;Rural;ESCOLA MUNICIPAL JOSÉ ALEIXO DE LUNA;Escola;Instalado;GESAC
60033;RN;2411106;Ruy Barbosa;Rural;UNIDADE ESCOLAR JOAO DE MOURA BARBOSA;Escola;Instalado;GESAC
60034;MG;3102407;Alvorada de Minas;Rural;COMUNIDADE ALTO DO PAULO;Outros;Instalado;GESAC
60036;MG;3120839;Cuparaque;Rural;COMUNIDADE NOSSA SENHORA DE LURDES;Outros;Instalado;GESAC
60037;MG;3126901;Frei Inocêncio;Rural;EM MONTEIRO LOBATO;Escola;Instalado;GESAC
60039;MG;3127503;Gonzaga;Rural;ESCOLA MUNICIPAL NOSSA SENHORA APARECIDA;Escola;Instalado;GESAC
60040;MG;3127701;Governador Valadares;Rural;POSTO DE SAÚDE ESF PACA/MELQUIADES;Unidade de Saúde;Instalado;GESAC
60041;MG;3140100;Marilac;Rural;POSTO DE SAÚDE SÃO SEBASTIÃO DA BARRA;Unidade de Saúde;Instalado;GESAC
60042;MG;3140100;Marilac;Rural;POVOADO CÓRREGO DO TIMIRIM;Outros;Instalado;GESAC
60043;MG;3140100;Marilac;Rural;POVOADO CÓRREGO DO SABINO;Outros;Instalado;GESAC
60044;MG;3140100;Marilac;Rural;POVOADO CÓRREGO DO BANANAL;Outros;Instalado;GESAC
60045;MG;3147303;Paraisópolis;Rural;QUIOSQUE DO PARQUE MUNICIPAL DO BREJO GRANDE;Outros;Instalado;GESAC
60046;MG;3121100;Delfim Moreira;Rural;POSTO DE SAÚDE DA PONTE DE ZINCO;Unidade de Saúde;Instalado;GESAC
60047;MG;3102605;Andradas;Rural;ESCOLA LUIZ AUGUSTO DE MELO;Escola;Pendência na Aceitação (Instalação);GESAC
60048;MG;3113602;Careaçu;Rural;POSTO DE SAÚDE;Unidade de Saúde;Instalado;GESAC
60049;MG;3146008;Ouro Fino;Rural;ASSOCIAÇÃO DOS AGRICULTORES  E TRABALHADORES RURAIS;Associação Comunitária;Instalado;GESAC
60051;MG;3118502;Consolação;Rural;ASSOCIAÇÃO COMUNITÁRIA TURÍSTICA ZÉ FERINO JOSÉ DE ALMEIDA;Associação Comunitária;Instalado;GESAC
60055;MG;3149101;Pedralva;Rural;ASSOCIAÇÃO DOS MORADORES E AMIGOS DO BAIRRO PEDRÃO;Associação Comunitária;Instalado;GESAC
60056;MG;3139102;Madre de Deus de Minas;Rural;COMUNIDADE BRASILINHA;Outros;Instalado;GESAC
60057;MG;3139102;Madre de Deus de Minas;Rural;Comunidade José Dias;Outros;Instalado;GESAC
60058;MG;3104908;Baependi;Rural;ESCOLA MUNICIPAL DE INDIANOPOLIS;Escola;Instalado;GESAC
60059;MG;3104908;Baependi;Rural;EE JOAQUIM ALVARENGA MACIEL;Escola;Instalado;GESAC
60060;MG;3104908;Baependi;Rural;EM CASTRO ALVES;Escola;Instalado;GESAC
60061;MG;3104908;Baependi;Rural;EE VARGEM DA LAGE;Escola;Instalado;GESAC
60062;MG;3104908;Baependi;Rural;EM DE BOA VISTA;Escola;Instalado;GESAC
60064;MG;3170529;Urucuia;Rural;ESCOLA MUNICIPAL IRACY LOPO LISBOA;Escola;Instalado;GESAC
60065;MG;3170529;Urucuia;Rural;ESCOLA MUNICIPAL ELOI FERREIRA DA SILVA;Escola;Instalado;GESAC
60066;MG;3161106;São Francisco;Rural;PRAÇA DA IGREJA;Outros;Instalado;GESAC
60067;MG;3103405;Araçuaí;Rural;EM FELICIA ESTEVES BORGES;Escola;Instalado;GESAC
60068;MG;3118403;Conselheiro Pena;Urbano;CAPELA DE SANTA RITA;Outros;Instalado;GESAC
60069;MG;3119500;Coronel Murta;Rural;IGREJA SÃO SEBASTIÃO;Outros;Instalado;GESAC
60070;MG;3120102;Couto de Magalhães de Minas;Rural;ASSOCIAÇÃO COMUNITÁRIA DE DESENVOLVIMENTO RURAL DO AMENDOIM;Associação Comunitária;Instalado;GESAC
60071;MG;3125408;Felício dos Santos;Rural;PRÉDIO DA ESCOLA MUNICIPAL;Outros;Instalado;GESAC
60072;MG;3126505;Francisco Badaró;Rural;POSTO DE SAÚDE POVOADO BARREIROS;Unidade de Saúde;Instalado;GESAC
60073;MG;3127057;Fronteira dos Vales;Rural;ESCOLA MUNICIPAL JOAQUIM DIAS ALMEIDA;Escola;Instalado;GESAC
60074;MG;3135456;Jenipapo de Minas;Rural;ESCOLA MUNICIPAL SEBASTIÃO CARDOSO;Escola;Instalado;GESAC
60078;AP;1600303;Macapá;Urbano;CENTRO DE INTEGRAÇÃO DE OPERAÇÕES DE DEFESA SOCIAL - CIODES;Segurança Pública;Instalado;GESAC
60079;MG;3101508;Além Paraíba;Rural;CENTRO SOCIAL BEIRA RIO;Outros;Instalado;GESAC
60080;MG;3136504;Jordânia;Rural;ASSOCIAÇÃO COMUNITÁRIA RURAL DO JACARANDÁ;Associação Comunitária;Instalado;GESAC
60081;MG;3136504;Jordânia;Rural;ESCOLA MUNICIPAL RIBEIRA DO CAMPIM ASSÚ;Escola;Instalado;GESAC
60082;MG;3117603;Conceição do Pará;Rural;ESCOLA MUNICIPAL AURORA JÚLIA DA FONSECA;Escola;Instalado;GESAC
60083;MG;3140506;Martinho Campos;Rural;CONSELHO DO DESENVOLVIMENTO COMUNITÁRIO DE ALBERTO ISAACSON;Outros;Instalado;GESAC
60084;MG;3152006;Pompéu;Rural;ASSOCIAÇÃO DOS MORADORES DE SILVA CAMPOS;Associação Comunitária;Instalado;GESAC
60086;MG;3117836;Cônego Marinho;Rural;ASSOCIAÇÃO DE TRABALHADORES NA AGRICULTURA FAMILIAR DA COMUNIDADE DE VARGEM;Associação Comunitária;Instalado;GESAC
60087;MG;3100203;Abaeté;Rural;ESCOLA MUNICIPAL DE VEREDAS;Escola;Instalado;GESAC
60088;MG;3136504;Jordânia;Rural;UNIDADE BÁSICA DE SAÚDE RURAL COMUNIDADE DO LODO;Unidade de Saúde;Instalado;GESAC
60089;MG;3152402;Poté;Rural;ESCOLA MUNICIPAL FREI GASPAR;Escola;Instalado;GESAC
60090;RN;2404903;Itaú;Urbano;HOSPITAL MARCOLINO BESSA;Unidade de Saúde;Instalado;GESAC
60093;BA;2922607;Nilo Peçanha;Rural;Igreja Bom Jesus dos Navengantes;Outros;Pendência na Aceitação (Instalação);GESAC
60094;BA;2922607;Nilo Peçanha;Rural;CENTRO ADMINISTRATIVO;Outros;Instalado;GESAC
60095;BA;2918001;Jequié;Rural;UNIDADE BÁSICA DE SAÚDE DANILO SOBREIRA;Unidade de Saúde;Instalado;GESAC
60096;BA;2918001;Jequié;Rural;ESCOLA MUNICIPAL JUDITH RABELO BORGES;Escola;Instalado;GESAC
60097;MG;3121605;Diamantina;Rural;ASSOCIAÇÃO COMUNITÁRIA DOS MORADORES DE MARIA NUNES;Associação Comunitária;Instalado;GESAC
60098;MG;3121605;Diamantina;Rural;ASSOCIAÇÃO DE PEQUENOS PRODUTORES DE SANTANA DA DIVISA, BAIXADÃO E REGIÃO;Outros;Instalado;GESAC
60099;MG;3143302;Montes Claros;Rural;ASSOCIAÇÃO DOS AGRICULTORES FAMILIARES DO DISTRITO DE CANTO DO ENGENHO;Associação Comunitária;Instalado;GESAC
60102;MG;3113008;Caraí;Rural;ASSOCIAÇÃO COMUNITÁRIA DA VILA NOVA;Associação Comunitária;Instalado;GESAC
60103;MG;3139300;Manga;Rural;CENTRO COMUNITÁRIO DE SÃO JOSÉ DAS TRAÍRAS;Outros;Instalado;GESAC
60104;MG;3171600;Virgem da Lapa;Rural;ESCOLA ESTADUAL SÃO JOÃO DA VACARIA;Escola;Instalado;GESAC
60105;MG;3171600;Virgem da Lapa;Rural;ASSOCIAÇÃO QUILOMBOLA ESPERANÇA DOS MORADORES E TRABALHADORES RURAIS DA COMUNIDADE P;Quilombola;Instalado;GESAC
60106;MG;3171600;Virgem da Lapa;Rural;ASSOCIAÇÃO DO POVOADO DE CANSANÇÃO;Associação Comunitária;Instalado;GESAC
60107;MG;3154200;Resende Costa;Rural;CENTRO COMUNITÁRIO NOSSA SENHORA DA CONCEIÇÃO;Outros;Instalado;GESAC
60108;AM;1302405;Lábrea;Rural;Reserva Extrativista Médio Purus/ICMBio - Vila Limeira;Meio-Ambiente;Instalado;GESAC
60109;AM;1302405;Lábrea;Rural;Reserva Extrativista Médio Purus/ICMBio - Ermida;Meio-Ambiente;Instalado;GESAC
60110;AM;1302405;Lábrea;Rural;Reserva Extrativista Médio Purus/ICMBio - Pacoval;Meio-Ambiente;Instalado;GESAC
60111;AC;1200054;Assis Brasil;Rural;Estação Ecológica do Rio Acre;Meio-Ambiente;Instalado;GESAC
60112;MG;3134202;Ituiutaba;Rural;SEDE DA ASSOCIAÇÃO DOS AGRICULTORES FAMILIARES DA REGIÃO DO SANTA RITA;Associação Comunitária;Instalado;GESAC
60113;MG;3134202;Ituiutaba;Rural;SEDE DA ASSOCIAÇÃO DOS PRODUTORES RURAIS DA FAZENDA ENGENHO DA SERRA;Associação Comunitária;Instalado;GESAC
60115;MG;3134202;Ituiutaba;Rural;SEDE DA ASSOCIAÇÃO COMUNITÁRIA DE DESENVOLVIMENTO AGROINDUSTRIAL CHICO MENDES;Associação Comunitária;Instalado;GESAC
60116;MG;3134202;Ituiutaba;Rural;E M BERNARDO JOSE FRANCO;Escola;Instalado;GESAC
60117;MG;3134202;Ituiutaba;Rural;ESCOLA MUNICIPAL AURELIANO JOAQUIM DA SILVA;Escola;Instalado;GESAC
60118;MG;3134202;Ituiutaba;Rural;EM JOSE DA SILVA RAMOS;Escola;Instalado;GESAC
60119;MG;3134202;Ituiutaba;Rural;EM QUIRINO DE MORAIS;Escola;Instalado;GESAC
60120;MG;3134202;Ituiutaba;Rural;ESCOLA MUNICIPAL ARCHIDAMIRO PARREIRA DE SOUZA;Escola;Instalado;GESAC
60121;MG;3133402;Itapagipe;Rural;UBS VILA SERRA DA MOEDA;Outros;Instalado;GESAC
60122;MG;3133402;Itapagipe;Rural;UBS VILA DOS COQUEIROS;Outros;Instalado;GESAC
60123;PB;2506806;Ingá;Rural;EMEIEF JOSE PONTES DA SILVA;Escola;Instalado;GESAC
60124;PB;2506806;Ingá;Rural;EMEIEF ANTÔNIO VERÍSSIMO BARBOSA;Escola;Instalado;GESAC
60125;PB;2506806;Ingá;Rural;MUSEU DO SÍTIO ARQUEOLÓGICO;Outros;Instalado;GESAC
60126;RN;2408003;Mossoró;Urbano;LAR DO IDOSO;Instituição Pública;Instalado;GESAC
60127;CE;2307304;Juazeiro do Norte;Rural;ESCOLA MUNICIPAL MARIA PEDRINA;Escola;Instalado;GESAC
60128;RN;2412609;São Paulo do Potengi;Rural;ESCOLA MUNICIPAL LUIZ GONZAGA DE MEDEIROS;Escola;Instalado;GESAC
60130;MS;5007901;Sidrolândia;Rural;IGREJA SÃO MARCOS;Assentamento;Instalado;GESAC
60131;MS;5000609;Amambai;Rural;CAPELA NSA;Outros;Instalado;GESAC
60132;MS;5002209;Bonito;Rural;ASSOCIAÇÃO DOS PEQUENOS PRODUTORES DO ASSENTAMENTO SANTA LÚCIA;Assentamento;Remanejamento Solicitado;GESAC
60133;MS;5004304;Iguatemi;Rural;ASSOCIAÇÃO DOS PRODUTORES RURAIS E MORADORES DO ASSENTAMENTO NOSSA SENHORA AUXILIADORA;Assentamento;Instalado;GESAC
60134;MS;5004601;Itaquiraí;Rural;ASSOCIAÇÃO DORCELINA FOLADOR;Associação Comunitária;Instalado;GESAC
60135;MS;5005707;Naviraí;Rural;ASSOCIACAO NAVIRAIENSE TERRA E PAZ-ANTEP;Associação Comunitária;Instalado;GESAC
60136;MS;5005806;Nioaque;Rural;CENTRO DE PRODUÇÃO, PESQUISA E CAPACITAÇÃO DO CERRADO - CEPPEC;Outros;Instalado;GESAC
60137;MS;5002704;Campo Grande;Rural;CENTRO COMUNITÁRIO;Outros;Instalado;GESAC
60138;MS;5007901;Sidrolândia;Rural;SEDE DO ASSENTAMENTO;Outros;Instalado;GESAC
60139;MS;5007901;Sidrolândia;Rural;SEDE DO ASSENTAMENTO;Assentamento;Instalado;GESAC
60141;RO;1100106;Guajará-Mirim;Rural;ASSOCIAÇÃO DE MORADORES, PESCADORES E AGRICULTORES DO DISTRITO DO IATA - AMPADI;Associação Comunitária;Instalado;GESAC
60142;RO;1100106;Guajará-Mirim;Urbano;EMEI BADER MASSUD JORGE;Escola;Instalado;GESAC
60143;RO;1100106;Guajará-Mirim;Urbano;EMEIEF ALMIRANTE TAMANDARE;Escola;Instalado;GESAC
60144;RO;1100106;Guajará-Mirim;Urbano;EMEIEF CANDIDA MARIA MOURA DE PAULA;Escola;Instalado;GESAC
60145;RO;1100106;Guajará-Mirim;Urbano;CMAE JOSE RODOLPHO ALVES FERREIRA;Escola;Instalado;GESAC
60146;RO;1100106;Guajará-Mirim;Urbano;EMEIEF PROFESSORA FLORIZA BOUEZ;Escola;Instalado;GESAC
60147;RO;1100106;Guajará-Mirim;Urbano;EMEIEF PROFESSORA ADMA LEAL;Escola;Instalado;GESAC
60148;RO;1100106;Guajará-Mirim;Urbano;EMEIEF JESUS PEREZ;Escola;Instalado;GESAC
60149;RO;1100106;Guajará-Mirim;Urbano;EMEIEF JOSE CARLOS NERI;Escola;Instalado;GESAC
60150;RO;1100106;Guajará-Mirim;Urbano;EMEIEF IRMA HILDA;Escola;Instalado;GESAC
60151;RO;1100106;Guajará-Mirim;Rural;ESCOLA MUNICIPAL DE EDUCAÇÃO INFANTIL E ENSINO FUNDAMENTAL SÃO JUDSAS TADEU;Escola;Instalado;GESAC
60152;RO;1100106;Guajará-Mirim;Urbano;EMEIEF PROFª MARIA LIBERTY DE FREITAS;Escola;Instalado;GESAC
60153;RO;1100106;Guajará-Mirim;Urbano;EMEIEF TIA CHIQUINHA;Escola;Instalado;GESAC
60154;RO;1100106;Guajará-Mirim;Rural;(SEDE) ESCOLA MUNICIPAL DE EDUCAÇÃO INFATIL E ENSINO FUNDAMENTAL ;Escola;Instalado;GESAC
60155;RO;1100106;Guajará-Mirim;Rural;ESCOLA MUNICIAPAL DE EDUCAÇÃO INFANTIL E ENSINO FUNDAMENTAL;Escola;Instalado;GESAC
60156;RO;1100106;Guajará-Mirim;Urbano;ESCOLA MUNICIPAL DE EDUCAÇÃO INFANTIL E ENSINO FUNDAMENTAL PROF. SALOMÃO SILVA;Escola;Instalado;GESAC
60158;RO;1100106;Guajará-Mirim;Rural;(SEDE) ESCOLA MUNICIPAL DE EDUCAÇÃO INFANTIL E ENSINO FUNDAMENTAL PROF. SALOMÃO SILVA;Escola;Instalado;GESAC
60159;RO;1100106;Guajará-Mirim;Urbano;EMEIEF SAUL BENNESBY;Escola;Instalado;GESAC
60160;RO;1100106;Guajará-Mirim;Rural;(SEDE) ESCOLA MUNICIPAL DE EDUCAÇÃO INFANTIL E ENSINO FUNDAMENTAL PROF. SALOMÃO SILVA;Escola;Instalado;GESAC
60161;RN;2403251;Parnamirim;Rural;SUBPREFEITURA;Instituição Pública;Instalado;GESAC
60162;RN;2403251;Parnamirim;Rural;UBS DO BAIRRO;Outros;Instalado;GESAC
60163;RN;2410306;Serra Caiada;Rural;ESCOLA WALFREDO GURGEL;Escola;Instalado;GESAC
60164;RN;2410306;Serra Caiada;Rural;ESCOLA MANOEL PINTO DA SILVA;Escola;Instalado;GESAC
60166;SP;3526100;Juquiá;Rural;KAME MIADAIRA EMEFEI;Escola;Instalado;GESAC
60167;SP;3526100;Juquiá;Rural;VENERANDA AUGUSTA BERTANHA SOARES PROFESSORA EMEIEF;Escola;Instalado;GESAC
60168;SP;3526100;Juquiá;Rural;BAIRRO DO DIQUE EMEF;Escola;Instalado;GESAC
60169;SP;3526100;Juquiá;Rural;ESF DA COLONIZAÇÃO;Unidade de Saúde;Instalado;GESAC
60170;MG;3170479;Uruana de Minas;Rural;PARÓQUIA IMACULADA CONCEIÇÃO - DISTRITO DE CERCADO;Outros;Instalado;GESAC
60171;MG;3108107;Bonfim;Rural;IGREJA NOSSA SENHORA DO CARMO;Outros;Instalado;GESAC
60172;MG;3130903;Inhapim;Rural;CAPELA SÃO JOSÉ;Outros;Instalado;GESAC
60173;MG;3153509;Alto Jequitibá;Rural;ESCOLA MUNICIPAL LINDOLFO MOREIRA BASTOS 2;Escola;Instalado;GESAC
60174;MG;3139102;Madre de Deus de Minas;Rural;SALÃO DA PREFEITURA;Instituição Pública;Instalado;GESAC
60176;MG;3121605;Diamantina;Rural;ESCOLA ESTADUAL JOÃO CÉSAR DE OLIVEIRA;Escola;Instalado;GESAC
60177;MG;3105608;Barbacena;Rural;UBS - UNIDADE BASICA DE SAUDE PADRE BRITO;Unidade de Saúde;Instalado;GESAC
60179;MG;3148509;Pavão;Rural;ASILO LAR DOS VELHINHOS;Outros;Instalado;GESAC
60180;SP;3526100;Juquiá;Rural;POSTO DE ATENDIMENTO RURAL PAIOL;Unidade de Saúde;Instalado;GESAC
60181;MG;3144300;Nanuque;Rural;UNIDADE BASICA DE SAÚDE VILA PEREIRA;Unidade de Saúde;Instalado;GESAC
60182;SP;3526100;Juquiá;Rural;POSTO DE ATENDIMENTO RURAL JUQUIÁ-GUAÇU;Segurança Pública;Instalado;GESAC
60184;SP;3526100;Juquiá;Rural;POSTO DE ATENDIMENTO RURAL DIQUÊ;Unidade de Saúde;Instalado;GESAC
60185;SP;3526100;Juquiá;Rural;ESF IPORANGA;Unidade de Saúde;Instalado;GESAC
60186;SP;3526100;Juquiá;Rural;PA RURAL RIBEIRÃO FUNDO DE CIMA;Unidade de Saúde;Instalado;GESAC
60188;ES;3202405;Guarapari;Rural;EMUEF ANA COUTINHO DE ALMEIDA;Escola;Instalado;GESAC
60189;ES;3200102;Afonso Cláudio;Rural;EM ALTO GUANDU;Escola;Instalado;GESAC
60190;ES;3202405;Guarapari;Rural;EMUEF ANTONIO PEDRO DA VITORIA;Escola;Instalado;GESAC
60191;ES;3200102;Afonso Cláudio;Rural;EM ALTO RIO DA COBRA;Escola;Instalado;GESAC
60192;ES;3200102;Afonso Cláudio;Rural;EM ALTO SANTA JOANA;Escola;Instalado;GESAC
60193;ES;3200102;Afonso Cláudio;Rural;EM ALTO TABATINGA;Escola;Instalado;GESAC
60194;ES;3202405;Guarapari;Rural;EMUEF BAIA NOVA;Escola;Instalado;GESAC
60195;ES;3202405;Guarapari;Rural;EMUEF SAO JOAO DO JABOTI;Escola;Instalado;GESAC
60196;ES;3200102;Afonso Cláudio;Rural;EM CUSTODIO LOPES DA ROCHA;Escola;Instalado;GESAC
60198;ES;3200102;Afonso Cláudio;Rural;EM ARREPENDIDO;Escola;Pendência na Aceitação (Instalação);GESAC
60199;ES;3200102;Afonso Cláudio;Rural;EM DUAS PEDRAS;Escola;Instalado;GESAC
60200;ES;3200102;Afonso Cláudio;Rural;EM FAZENDA CARLOS HACKBART;Escola;Instalado;GESAC
60201;ES;3202702;Itaguaçu;Urbano;EMEIEF MARIA PAULI SPERANDIO;Escola;Instalado;GESAC
60202;ES;3200102;Afonso Cláudio;Rural;EM FAZENDA SANTO ANTONIO;Escola;Instalado;GESAC
60204;ES;3201506;Colatina;Rural;EU MUL SANTA CRUZ;Escola;Instalado;GESAC
60205;ES;3201506;Colatina;Rural;EU MUL SAO JOSE;Escola;Instalado;GESAC
60206;ES;3201159;Brejetuba;Rural;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PIERINA COCO BELIZARIO;Escola;Remanejamento Solicitado;GESAC
