NR_VOTAVEL;CD_CANDIDATO;DS_CARGO;NM_VOTAVEL;NR_PARTIDO;NM_PARTIDO;DT_NASCIMENTO;DS_GENERO;DS_GRAU_INSTRUCAO;DS_COR_RACA;DS_OCUPACAO;DS_ESTADO_CIVIL
51773;893518273;DEPUTADO ESTADUAL;EMÍLIO CARPANEZ FILHO;51;PATRIOTA;11/01/1967;MASCULINO;SUPERIOR COMPLETO;BRANCA;DIRETOR DE EMPRESAS;CASADO(A)
10400;893536407;DEPUTADO ESTADUAL;CHAYNI MELO DA SILVA;10;REPUBLICANOS;13/07/1984;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;DIRETOR DE EMPRESAS;SOLTEIRO(A)
10987;893536391;DEPUTADO ESTADUAL;SARA MARGARETE DE SOUZA SILVA;10;REPUBLICANOS;29/06/1975;FEMININO;SUPERIOR COMPLETO;BRANCA;DIRETOR DE EMPRESAS;DIVORCIADO(A)
43343;893508648;DEPUTADO ESTADUAL;ARLETE FERREIRA RIBEIRO;43;PARTIDO VERDE;01/07/1975;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;GERENTE;DIVORCIADO(A)
44130;893498985;DEPUTADO ESTADUAL;LETICIA CRISTINA DA SILVA;44;UNIÃO BRASIL;27/12/1996;FEMININO;ENSINO MÉDIO INCOMPLETO;BRANCA;SECRETÁRIO E DATILÓGRAFO;CASADO(A)
4006;893548222;DEPUTADO FEDERAL;ALEXSANDRA RIBEIRO RODRIGUES DA SILVA;40;PARTIDO SOCIALISTA BRASILEIRO;08/11/1972;FEMININO;SUPERIOR COMPLETO;PRETA;AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS;CASADO(A)
4010;893517092;DEPUTADO FEDERAL;HILARIO JULIANO RUIZ DE OLIVEIRA;40;PARTIDO SOCIALISTA BRASILEIRO;05/10/1966;MASCULINO;SUPERIOR COMPLETO;BRANCA;BANCÁRIO E ECONOMIÁRIO;CASADO(A)
33843;893540141;DEPUTADO ESTADUAL;RONALDO SEGALA;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;11/09/1962;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS;CASADO(A)
3533;893532776;DEPUTADO FEDERAL;JONAS DE CASTRO DIAS;35;PARTIDO DA MULHER BRASILEIRA;08/04/1965;MASCULINO;SUPERIOR COMPLETO;PARDA;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;CASADO(A)
36113;893618159;DEPUTADO ESTADUAL;PAULO DONIZETI SAGIO;36;AGIR;26/08/1966;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA;CASADO(A)
19097;893507355;DEPUTADO ESTADUAL;ARLETE TAVARES DOS SANTOS BARBOSA;19;PODEMOS;11/01/1978;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA;CASADO(A)
70222;893518546;DEPUTADO ESTADUAL;SERGIO UZUM JUNIOR;70;AVANTE;19/03/1980;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS;CASADO(A)
33234;893540083;DEPUTADO ESTADUAL;IRENILDO ELIAS BARBOSA;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;18/12/1975;MASCULINO;SUPERIOR INCOMPLETO;PARDA;MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS;DIVORCIADO(A)
12156;893540450;DEPUTADO ESTADUAL;EUGÊNIO MIRANDA;12;PARTIDO DEMOCRÁTICO TRABALHISTA;21/04/1957;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS;CASADO(A)
51008;893518253;DEPUTADO ESTADUAL;EDMILSON ALVES DA SILVA;51;PATRIOTA;08/04/1966;MASCULINO;ENSINO MÉDIO COMPLETO;PRETA;TAXISTA;SOLTEIRO(A)
9083;893574736;DEPUTADO FEDERAL;MARIA JOSÉ CUNHA;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;16/02/1959;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;TAXISTA;DIVORCIADO(A)
36315;893618212;DEPUTADO ESTADUAL;WAGNER ALVES DE LIMA;36;AGIR;24/03/1988;MASCULINO;SUPERIOR COMPLETO;PARDA;MOTORISTA PARTICULAR;CASADO(A)
28173;893596692;DEPUTADO ESTADUAL;ALMIRO RODRIGUES RIBEIRO;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;11/11/1973;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;MECÂNICO DE MANUTENÇÃO;DIVORCIADO(A)
36001;893618205;DEPUTADO ESTADUAL;CAMILA CRISTINA BRITO;36;AGIR;16/03/1976;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;DONA DE CASA;DIVORCIADO(A)
9040;893574729;DEPUTADO FEDERAL;JANAINA PEREIRA DA SILVA SOARES;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;03/06/1988;FEMININO;ENSINO FUNDAMENTAL COMPLETO;PRETA;DONA DE CASA;CASADO(A)
1209;893540584;DEPUTADO FEDERAL;LUCINEIA FERREIRA SANTOS COSTA;12;PARTIDO DEMOCRÁTICO TRABALHISTA;01/01/1976;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;BRANCA;DONA DE CASA;DIVORCIADO(A)
18001;893516198;DEPUTADO ESTADUAL;MARINA MOREIRA;18;REDE SUSTENTABILIDADE;10/12/1962;FEMININO;SUPERIOR INCOMPLETO;BRANCA;GUIA DE TURISMO;DIVORCIADO(A)
51349;893518232;DEPUTADO ESTADUAL;JOSE ALAOR FERNANDES ROSSI;51;PATRIOTA;12/12/1957;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;BRANCA;AGRICULTOR;DIVORCIADO(A)
2757;893592110;DEPUTADO FEDERAL;CESAR FERREIRA LONGARES;27;DEMOCRACIA CRISTÃ;23/03/1974;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;ELETRICISTA E ASSEMELHADOS;SOLTEIRO(A)
65789;893508583;DEPUTADO ESTADUAL;RENÉ VICENTE DOS SANTOS;65;PARTIDO COMUNISTA DO BRASIL;19/02/1973;MASCULINO;SUPERIOR COMPLETO;PARDA;ELETRICISTA E ASSEMELHADOS;CASADO(A)
2039;893540739;DEPUTADO FEDERAL;WASHINGTON DA SILVA SANTOS;20;PARTIDO SOCIAL CRISTÃO;05/03/1981;MASCULINO;SUPERIOR INCOMPLETO;PARDA;ELETRICISTA E ASSEMELHADOS;CASADO(A)
36661;893618153;DEPUTADO ESTADUAL;SÉRGIO MARTINS DA SILVA;36;AGIR;30/06/1981;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;CARPINTEIRO, MARCENEIRO E ASSEMELHADOS;CASADO(A)
9099;893574759;DEPUTADO FEDERAL;HOMERO DE GIORGE CERQUEIRA;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;23/03/1966;MASCULINO;SUPERIOR COMPLETO;PARDA;MILITAR REFORMADO;CASADO(A)
1347;893507485;DEPUTADO FEDERAL;JUVENAL DE AGUIAR PENTEADO NETO;13;PARTIDO DOS TRABALHADORES;07/12/1947;MASCULINO;SUPERIOR COMPLETO;BRANCA;SERVIDOR PÚBLICO CIVIL APOSENTADO;CASADO(A)
3031;893494514;DEPUTADO FEDERAL;ANDRÉA DE OLIVEIRA MORAES;30;PARTIDO NOVO;01/09/1965;FEMININO;SUPERIOR COMPLETO;BRANCA;SERVIDOR PÚBLICO CIVIL APOSENTADO;CASADO(A)
30;893494731;VICE-GOVERNADOR;MARIA DAS DORES ALVES DE OLIVEIRA;30;PARTIDO NOVO;18/10/1964;FEMININO;SUPERIOR COMPLETO;PRETA;SERVIDOR PÚBLICO CIVIL APOSENTADO;SOLTEIRO(A)
4077;893517109;DEPUTADO FEDERAL;FRANCISCO PEREIRA DE SOUSA FILHO;40;PARTIDO SOCIALISTA BRASILEIRO;02/11/1954;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);CASADO(A)
28886;893596671;DEPUTADO ESTADUAL;RANGEL RODRIGO DE FIGUEIREDO BONELLI;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;28/08/1976;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);SOLTEIRO(A)
9006;893574700;DEPUTADO FEDERAL;FÁBIO AUGUSTO PESCINELLI;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;30/09/1965;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);CASADO(A)
36999;893618167;DEPUTADO ESTADUAL;DONIZETE APARECIDO FERREIRA;36;AGIR;08/10/1956;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);CASADO(A)
40069;893517484;DEPUTADO ESTADUAL;COSMO DAMIÃO FREITAS CID;40;PARTIDO SOCIALISTA BRASILEIRO;27/09/1955;MASCULINO;ENSINO MÉDIO INCOMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);DIVORCIADO(A)
4599;893508967;DEPUTADO FEDERAL;HAROLD THAU;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;14/10/1950;MASCULINO;SUPERIOR COMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);CASADO(A)
4038;893517111;DEPUTADO FEDERAL;JEFFERSON FERNANDO RIBEIRO CABRAL;40;PARTIDO SOCIALISTA BRASILEIRO;03/05/1968;MASCULINO;SUPERIOR COMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);CASADO(A)
44040;893498967;DEPUTADO ESTADUAL;OCIMAR DOS REIS OLIVEIRA;44;UNIÃO BRASIL;06/01/1961;MASCULINO;SUPERIOR COMPLETO;PRETA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);CASADO(A)
1089;893508726;DEPUTADO FEDERAL;NIVALDO DOS SANTOS;10;REPUBLICANOS;13/10/1968;MASCULINO;SUPERIOR COMPLETO;PRETA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);CASADO(A)
12735;893540507;DEPUTADO ESTADUAL;ANGELO SCAVASSINI NETO;12;PARTIDO DEMOCRÁTICO TRABALHISTA;16/07/1963;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);CASADO(A)
16321;893508373;DEPUTADO ESTADUAL;NELSON BOTELHO DA SILVA;16;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;16/04/1961;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;PRETA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);CASADO(A)
1207;893540585;DEPUTADO FEDERAL;MARIA REGINA MENDES FERREIRA;12;PARTIDO DEMOCRÁTICO TRABALHISTA;06/08/1961;FEMININO;SUPERIOR COMPLETO;PRETA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);DIVORCIADO(A)
14961;893511741;DEPUTADO ESTADUAL;MARIA ALICE TANIGUSHI;14;PARTIDO TRABALHISTA BRASILEIRO;14/09/1961;FEMININO;SUPERIOR COMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);SOLTEIRO(A)
35733;893539073;DEPUTADO ESTADUAL;SANTA DA PAIXÃO GOMES DA SILVA;35;PARTIDO DA MULHER BRASILEIRA;20/04/1962;FEMININO;ENSINO MÉDIO COMPLETO;PARDA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);SOLTEIRO(A)
90913;893616272;DEPUTADO ESTADUAL;ANETE DÁLIA SEABRA SAMPAIO DE SOUZA;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;17/09/1952;FEMININO;SUPERIOR COMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);CASADO(A)
13400;893508627;DEPUTADO ESTADUAL;CHEILA MARIA SUBENKO OLALLA;13;PARTIDO DOS TRABALHADORES;28/11/1960;FEMININO;SUPERIOR COMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);VIÚVO(A)
4504;893508931;DEPUTADO FEDERAL;MARIA APARECIDA DE SOUZA COSTA SILVA;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;06/04/1956;FEMININO;SUPERIOR COMPLETO;PRETA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);VIÚVO(A)
12054;893540462;DEPUTADO ESTADUAL;SANDRA HELENA CANDIDO DOS SANTOS;12;PARTIDO DEMOCRÁTICO TRABALHISTA;23/12/1958;FEMININO;ENSINO FUNDAMENTAL COMPLETO;PRETA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);DIVORCIADO(A)
1578;893508092;DEPUTADO FEDERAL;CLEUSA RAMOS ZERBINI;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;04/03/1952;FEMININO;ENSINO FUNDAMENTAL COMPLETO;PARDA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);CASADO(A)
1562;893508058;DEPUTADO FEDERAL;ARMANDO FERREIRO RODRIGUES;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;23/07/1981;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;SOLTEIRO(A)
80123;893498852;DEPUTADO ESTADUAL;AMANDA OLIVEIRA BISPO;80;UNIDADE POPULAR;30/04/1996;FEMININO;SUPERIOR COMPLETO;BRANCA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;SOLTEIRO(A)
2110;893537403;DEPUTADO FEDERAL;BEATRIZ BARBIERE OLIVEIRA;21;PARTIDO COMUNISTA BRASILEIRO;14/04/1999;FEMININO;SUPERIOR INCOMPLETO;PRETA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;SOLTEIRO(A)
1387;893507521;DEPUTADO FEDERAL;FERNANDA STEFANI CURTI;13;PARTIDO DOS TRABALHADORES;13/11/1994;FEMININO;SUPERIOR INCOMPLETO;PRETA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;SOLTEIRO(A)
51900;893518266;DEPUTADO ESTADUAL;JOÃO TEIXEIRA JUNIOR;51;PATRIOTA;09/08/1980;MASCULINO;LÊ E ESCREVE;BRANCA;OUTROS;CASADO(A)
30987;893494613;DEPUTADO ESTADUAL;MAURICIO AGUIAR GIUNTINI;30;PARTIDO NOVO;19/07/1968;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
36640;893618240;DEPUTADO ESTADUAL;UBIRAJARA DE ARAUJO MORAIS;36;AGIR;17/01/1963;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
9049;893574703;DEPUTADO FEDERAL;JEFFERSON RIPI DA SILVA;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;14/01/1976;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
44009;893498947;DEPUTADO ESTADUAL;FELIPPE LOURENÇO OLIVEIRA COELHO;44;UNIÃO BRASIL;01/02/1989;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;CASADO(A)
77970;893503127;DEPUTADO ESTADUAL;RAIMUNDO LUSTOZA LUCAS;77;SOLIDARIEDADE;02/01/1970;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;CASADO(A)
45059;893508273;DEPUTADO ESTADUAL;EDSON ROBERTO PARRON;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;17/08/1959;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
44451;893498924;DEPUTADO ESTADUAL;EDEMIR DE MELO;44;UNIÃO BRASIL;07/03/1979;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
3530;893532766;DEPUTADO FEDERAL;EDIVALDO DOMINGOS DE CASTRO;35;PARTIDO DA MULHER BRASILEIRA;15/10/1976;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;CASADO(A)
1419;893501702;DEPUTADO FEDERAL;LUCIO DIAS DE OLIVEIRA;14;PARTIDO TRABALHISTA BRASILEIRO;02/12/1972;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
40095;893517452;DEPUTADO ESTADUAL;NILDO SILVESTRE DA SILVA;40;PARTIDO SOCIALISTA BRASILEIRO;16/12/1969;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;SOLTEIRO(A)
36600;893618235;DEPUTADO ESTADUAL;MARCOS DOS SANTOS SENA;36;AGIR;21/04/1978;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;SOLTEIRO(A)
14014;893511711;DEPUTADO ESTADUAL;EDISON LUCIANO KLIMAN BENEDITO;14;PARTIDO TRABALHISTA BRASILEIRO;08/12/1976;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
1403;893501686;DEPUTADO FEDERAL;RAFAEL ALMEIDA PRADO VALENTIM;14;PARTIDO TRABALHISTA BRASILEIRO;03/05/1982;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
36010;893618218;DEPUTADO ESTADUAL;JOEL XAVIER DA SILVA;36;AGIR;09/08/1969;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;CASADO(A)
35322;893539065;DEPUTADO ESTADUAL;KAISON ROBERTO ALVES;35;PARTIDO DA MULHER BRASILEIRA;11/02/1977;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
3343;893510785;DEPUTADO FEDERAL;FLÁVIO DOS SANTOS ALECRIM;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;22/09/1978;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;CASADO(A)
3028;893494552;DEPUTADO FEDERAL;THIAGO BONFIM DE OLIVEIRA;30;PARTIDO NOVO;27/08/1984;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
3066;893494522;DEPUTADO FEDERAL;JÚLIO CÉSAR GUIDETTE LUCANTE SALDANHA;30;PARTIDO NOVO;14/06/1989;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
4508;893508960;DEPUTADO FEDERAL;ELTON FRANCISCO DE BRITO;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;03/05/1986;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;CASADO(A)
21;893535385;GOVERNADOR;GABRIEL MAURILIO COLOMBO DE FREITAS;21;PARTIDO COMUNISTA BRASILEIRO;15/03/1990;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
4413;893498886;DEPUTADO FEDERAL;ALEX DOS REIS;44;UNIÃO BRASIL;09/12/1976;MASCULINO;ENSINO MÉDIO COMPLETO;PRETA;OUTROS;CASADO(A)
27666;893589376;DEPUTADO ESTADUAL;VALTER ESTEVAM;27;DEMOCRACIA CRISTÃ;05/06/1969;MASCULINO;SUPERIOR COMPLETO;PRETA;OUTROS;DIVORCIADO(A)
70150;893518559;DEPUTADO ESTADUAL;MARCELO AUGUSTO MARTINS COUBASSIER;70;AVANTE;10/06/1972;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;SEPARADO(A) JUDICIALMENTE
1152;893508821;DEPUTADO FEDERAL;MASSAEL BESSA DA SILVA;11;PROGRESSISTAS;11/05/1974;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;SEPARADO(A) JUDICIALMENTE
77567;893503106;DEPUTADO ESTADUAL;LAERTE VANDERLEY CORNELIO;77;SOLIDARIEDADE;05/04/1965;MASCULINO;ENSINO MÉDIO INCOMPLETO;BRANCA;OUTROS;CASADO(A)
35083;893630349;DEPUTADO ESTADUAL;EDVAN LIMA BARBOSA;35;PARTIDO DA MULHER BRASILEIRA;02/05/1980;MASCULINO;ENSINO MÉDIO INCOMPLETO;PARDA;OUTROS;SEPARADO(A) JUDICIALMENTE
2212;893508195;DEPUTADO FEDERAL;CARLOS ALBERTO DE SOUZA;22;PARTIDO LIBERAL;03/05/1969;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
4434;893498907;DEPUTADO FEDERAL;DOUGLAS DE PAULO VIEGAS;44;UNIÃO BRASIL;19/06/1979;MASCULINO;SUPERIOR COMPLETO;PARDA;OUTROS;SOLTEIRO(A)
3310;893510795;DEPUTADO FEDERAL;JORGE DONIZETTI RIBEIRO DE MATOS;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;19/11/1961;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
4467;893624770;DEPUTADO FEDERAL;RODRIGO ADRIANO DA SILVA;44;UNIÃO BRASIL;24/06/1980;MASCULINO;SUPERIOR COMPLETO;PARDA;OUTROS;CASADO(A)
2840;893612730;DEPUTADO FEDERAL;TIAGO SOUZA GUEDES;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;30/04/1985;MASCULINO;SUPERIOR COMPLETO;PARDA;OUTROS;SOLTEIRO(A)
2204;893508146;DEPUTADO FEDERAL;SERGIO NASCIMENTO DE CAMARGO;22;PARTIDO LIBERAL;15/04/1965;MASCULINO;SUPERIOR COMPLETO;PRETA;OUTROS;SOLTEIRO(A)
9000;893574711;DEPUTADO FEDERAL;NEZIO ANTONIO MONTEIRO FILHO;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;22/11/1993;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
1102;893508826;DEPUTADO FEDERAL;SAMUEL DE OLIVEIRA BARBOSA;11;PROGRESSISTAS;25/09/1983;MASCULINO;SUPERIOR COMPLETO;PARDA;OUTROS;CASADO(A)
90202;893616300;DEPUTADO ESTADUAL;ENZO LEONARDO SUZIN MOMENTI;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;20/10/1990;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
1469;893501670;DEPUTADO FEDERAL;ITALO LORENZON NETO;14;PARTIDO TRABALHISTA BRASILEIRO;22/07/1989;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
50160;893516217;DEPUTADO ESTADUAL;DIEGO WEIDEMANN RACHE VITELLO;50;PARTIDO SOCIALISMO E LIBERDADE;01/01/1986;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
3678;893613971;DEPUTADO FEDERAL;SAULO GOES DE ALBUQUERQUE;36;AGIR;26/11/1975;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;CASADO(A)
28311;893596638;DEPUTADO ESTADUAL;DIONE FRANCISCO DA SILVA;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;23/09/1986;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;BRANCA;OUTROS;CASADO(A)
70730;893518572;DEPUTADO ESTADUAL;LAELSON DA PAZ DE OLIVEIRA;70;AVANTE;20/04/1972;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;PARDA;OUTROS;SOLTEIRO(A)
14775;893511717;DEPUTADO ESTADUAL;CASSIO LUIZ DE OLIVEIRA;14;PARTIDO TRABALHISTA BRASILEIRO;05/04/1976;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;PARDA;OUTROS;CASADO(A)
28386;893596615;DEPUTADO ESTADUAL;BRAZ PEREIRA;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;16/10/1962;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;PARDA;OUTROS;CASADO(A)
29429;893597393;DEPUTADO ESTADUAL;IRAPUAN AUGUSTO PEDRO;29;PARTIDO DA CAUSA OPERÁRIA;19/12/1953;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
33040;893540104;DEPUTADO ESTADUAL;PAULO ALEXANDRE DA SILVA;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;01/12/1968;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;PARDA;OUTROS;SOLTEIRO(A)
9039;893574748;DEPUTADO FEDERAL;ROSNAY LUCAS BERNARDES;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;18/06/1962;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
9091;893574757;DEPUTADO FEDERAL;FABIOLA DE ALMEIDA PINTO;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;20/04/1982;FEMININO;SUPERIOR COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
10021;893536422;DEPUTADO ESTADUAL;ERIKA STANCOLOVICHE VEIGA;10;REPUBLICANOS;10/01/1978;FEMININO;SUPERIOR COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
3337;893510786;DEPUTADO FEDERAL;FRANCIELLE LUZIA DE SOUZA DURAN;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;24/08/1985;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
55025;893501828;DEPUTADO ESTADUAL;CLAUDIA URIAS;55;PARTIDO SOCIAL DEMOCRÁTICO;11/08/1971;FEMININO;SUPERIOR COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
15022;893506844;DEPUTADO ESTADUAL;ANGELA OROSCO DE MELO;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;24/04/1966;FEMININO;SUPERIOR COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
20025;893540631;DEPUTADO ESTADUAL;ALEXSANDRA BEZERRA LEITE DA SILVA;20;PARTIDO SOCIAL CRISTÃO;13/06/1975;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
3377;893510782;DEPUTADO FEDERAL;ELIZANGELA MOREIRA SOARES DE SOUZA;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;22/10/1980;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;CASADO(A)
70740;893518596;DEPUTADO ESTADUAL;ALINE FELIPE SOARES CARVALHO;70;AVANTE;01/05/1991;FEMININO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;SOLTEIRO(A)
1384;893507522;DEPUTADO FEDERAL;JACQUELINE CHANEL;13;PARTIDO DOS TRABALHADORES;20/12/1964;FEMININO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;SOLTEIRO(A)
29829;893597399;DEPUTADO ESTADUAL;STEFANIA DE ALMEIDA ROBUSTELLI;29;PARTIDO DA CAUSA OPERÁRIA;27/12/1984;FEMININO;SUPERIOR COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
45002;893508329;DEPUTADO ESTADUAL;IVONE FERNANDES DIAS DO NASCIMENTO;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;11/07/1963;FEMININO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
